LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2016-Q4,Q4-2016,GBP,Pound Sterling,6,Millions,,,425943,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q1,Q1-2017,GBP,Pound Sterling,6,Millions,,,432701,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q2,Q2-2017,GBP,Pound Sterling,6,Millions,,,421404,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q3,Q3-2017,GBP,Pound Sterling,6,Millions,,,426575,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q4,Q4-2017,GBP,Pound Sterling,6,Millions,,,443545,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,GBP,Pound Sterling,6,Millions,,,440580,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,GBP,Pound Sterling,6,Millions,,,440712,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,GBP,Pound Sterling,6,Millions,,,444178,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,GBP,Pound Sterling,6,Millions,,,452296,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,GBP,Pound Sterling,6,Millions,,,457165,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,GBP,Pound Sterling,6,Millions,,,451214,,
GBR,United Kingdom,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,GBP,Pound Sterling,6,Millions,,,453740,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q1,Q1-1995,ILS,New Israeli Sheqel,6,Millions,,,63260.2727,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q2,Q2-1995,ILS,New Israeli Sheqel,6,Millions,,,66336.8244,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q3,Q3-1995,ILS,New Israeli Sheqel,6,Millions,,,70562.3317,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q4,Q4-1995,ILS,New Israeli Sheqel,6,Millions,,,73984.5395,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q1,Q1-1996,ILS,New Israeli Sheqel,6,Millions,,,73293.3877,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q2,Q2-1996,ILS,New Israeli Sheqel,6,Millions,,,76521.2669,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q3,Q3-1996,ILS,New Israeli Sheqel,6,Millions,,,81225.2399,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q4,Q4-1996,ILS,New Israeli Sheqel,6,Millions,,,85359.4543,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q1,Q1-1997,ILS,New Israeli Sheqel,6,Millions,,,82634.1288,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q2,Q2-1997,ILS,New Israeli Sheqel,6,Millions,,,87173.8725,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q3,Q3-1997,ILS,New Israeli Sheqel,6,Millions,,,89409.2491,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q4,Q4-1997,ILS,New Israeli Sheqel,6,Millions,,,94444.1301,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1998-Q1,Q1-1998,ILS,New Israeli Sheqel,6,Millions,,,92401.0051,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1998-Q2,Q2-1998,ILS,New Israeli Sheqel,6,Millions,,,94881.5661,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1998-Q3,Q3-1998,ILS,New Israeli Sheqel,6,Millions,,,98400.032,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1998-Q4,Q4-1998,ILS,New Israeli Sheqel,6,Millions,,,107486.4208,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1999-Q1,Q1-1999,ILS,New Israeli Sheqel,6,Millions,,,97733.8987,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1999-Q2,Q2-1999,ILS,New Israeli Sheqel,6,Millions,,,104257.112,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1999-Q3,Q3-1999,ILS,New Israeli Sheqel,6,Millions,,,107715.5321,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1999-Q4,Q4-1999,ILS,New Israeli Sheqel,6,Millions,,,114492.4628,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2000-Q1,Q1-2000,ILS,New Israeli Sheqel,6,Millions,,,108148.0739,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2000-Q2,Q2-2000,ILS,New Israeli Sheqel,6,Millions,,,114722.561,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2000-Q3,Q3-2000,ILS,New Israeli Sheqel,6,Millions,,,115546.5007,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2000-Q4,Q4-2000,ILS,New Israeli Sheqel,6,Millions,,,122359.7964,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2001-Q1,Q1-2001,ILS,New Israeli Sheqel,6,Millions,,,117543.2618,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2001-Q2,Q2-2001,ILS,New Israeli Sheqel,6,Millions,,,119943.0685,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2001-Q3,Q3-2001,ILS,New Israeli Sheqel,6,Millions,,,120611.5845,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2001-Q4,Q4-2001,ILS,New Israeli Sheqel,6,Millions,,,119926.8259,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2002-Q1,Q1-2002,ILS,New Israeli Sheqel,6,Millions,,,119417.6224,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2002-Q2,Q2-2002,ILS,New Israeli Sheqel,6,Millions,,,124008.9166,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2002-Q3,Q3-2002,ILS,New Israeli Sheqel,6,Millions,,,126358.4441,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2002-Q4,Q4-2002,ILS,New Israeli Sheqel,6,Millions,,,128734.5116,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2003-Q1,Q1-2003,ILS,New Israeli Sheqel,6,Millions,,,124611.6539,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2003-Q2,Q2-2003,ILS,New Israeli Sheqel,6,Millions,,,124101.9024,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2003-Q3,Q3-2003,ILS,New Israeli Sheqel,6,Millions,,,125760.0079,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2003-Q4,Q4-2003,ILS,New Israeli Sheqel,6,Millions,,,123541.7279,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2004-Q1,Q1-2004,ILS,New Israeli Sheqel,6,Millions,,,128280.2727,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2004-Q2,Q2-2004,ILS,New Israeli Sheqel,6,Millions,,,126550.5813,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2004-Q3,Q3-2004,ILS,New Israeli Sheqel,6,Millions,,,134542.7378,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2004-Q4,Q4-2004,ILS,New Israeli Sheqel,6,Millions,,,134161.4162,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q1,Q1-2005,ILS,New Israeli Sheqel,6,Millions,,,132034.8276,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q2,Q2-2005,ILS,New Israeli Sheqel,6,Millions,,,137444.0465,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q3,Q3-2005,ILS,New Israeli Sheqel,6,Millions,,,143842.3136,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q4,Q4-2005,ILS,New Israeli Sheqel,6,Millions,,,148257.0082,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q1,Q1-2006,ILS,New Israeli Sheqel,6,Millions,,,149779.6663,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q2,Q2-2006,ILS,New Israeli Sheqel,6,Millions,,,152538.3563,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q3,Q3-2006,ILS,New Israeli Sheqel,6,Millions,,,154560.9629,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q4,Q4-2006,ILS,New Israeli Sheqel,6,Millions,,,155746.16,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q1,Q1-2007,ILS,New Israeli Sheqel,6,Millions,,,152888.6125,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q2,Q2-2007,ILS,New Israeli Sheqel,6,Millions,,,168235.1234,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q3,Q3-2007,ILS,New Israeli Sheqel,6,Millions,,,167048.7267,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q4,Q4-2007,ILS,New Israeli Sheqel,6,Millions,,,166608.493,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q1,Q1-2008,ILS,New Israeli Sheqel,6,Millions,,,166695.6722,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q2,Q2-2008,ILS,New Israeli Sheqel,6,Millions,,,166633.0367,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q3,Q3-2008,ILS,New Israeli Sheqel,6,Millions,,,173088.1077,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q4,Q4-2008,ILS,New Israeli Sheqel,6,Millions,,,172243.0516,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q1,Q1-2009,ILS,New Israeli Sheqel,6,Millions,,,171552.1538,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q2,Q2-2009,ILS,New Israeli Sheqel,6,Millions,,,175883.7798,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q3,Q3-2009,ILS,New Israeli Sheqel,6,Millions,,,179308.3634,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q4,Q4-2009,ILS,New Israeli Sheqel,6,Millions,,,181171.7916,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q1,Q1-2010,ILS,New Israeli Sheqel,6,Millions,,,184383.3052,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q2,Q2-2010,ILS,New Israeli Sheqel,6,Millions,,,194955.9411,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q3,Q3-2010,ILS,New Israeli Sheqel,6,Millions,,,196121.8542,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q4,Q4-2010,ILS,New Israeli Sheqel,6,Millions,,,194840.6684,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q1,Q1-2011,ILS,New Israeli Sheqel,6,Millions,,,200842.1029,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q2,Q2-2011,ILS,New Israeli Sheqel,6,Millions,,,202038.0359,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q3,Q3-2011,ILS,New Israeli Sheqel,6,Millions,,,208676.8203,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q4,Q4-2011,ILS,New Israeli Sheqel,6,Millions,,,216715.3099,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q1,Q1-2012,ILS,New Israeli Sheqel,6,Millions,,,210274.2844,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q2,Q2-2012,ILS,New Israeli Sheqel,6,Millions,,,212952.8314,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q3,Q3-2012,ILS,New Israeli Sheqel,6,Millions,,,221518.0421,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q4,Q4-2012,ILS,New Israeli Sheqel,6,Millions,,,217991.3368,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q1,Q1-2013,ILS,New Israeli Sheqel,6,Millions,,,221164.7314,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q2,Q2-2013,ILS,New Israeli Sheqel,6,Millions,,,231686.7191,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q3,Q3-2013,ILS,New Israeli Sheqel,6,Millions,,,235212.1997,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q4,Q4-2013,ILS,New Israeli Sheqel,6,Millions,,,241723.8155,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2014-Q1,Q1-2014,ILS,New Israeli Sheqel,6,Millions,,,241447.2559,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2014-Q2,Q2-2014,ILS,New Israeli Sheqel,6,Millions,,,248575.9124,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2014-Q3,Q3-2014,ILS,New Israeli Sheqel,6,Millions,,,243978.5586,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2014-Q4,Q4-2014,ILS,New Israeli Sheqel,6,Millions,,,256839.5674,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2015-Q1,Q1-2015,ILS,New Israeli Sheqel,6,Millions,,,251270.0813,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2015-Q2,Q2-2015,ILS,New Israeli Sheqel,6,Millions,,,259416.4258,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2015-Q3,Q3-2015,ILS,New Israeli Sheqel,6,Millions,,,261036.7519,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2015-Q4,Q4-2015,ILS,New Israeli Sheqel,6,Millions,,,266581.3287,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2016-Q1,Q1-2016,ILS,New Israeli Sheqel,6,Millions,,,263053.5364,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2016-Q2,Q2-2016,ILS,New Israeli Sheqel,6,Millions,,,269057.5909,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2016-Q3,Q3-2016,ILS,New Israeli Sheqel,6,Millions,,,273927.1654,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2016-Q4,Q4-2016,ILS,New Israeli Sheqel,6,Millions,,,284197.0001,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q1,Q1-2017,ILS,New Israeli Sheqel,6,Millions,,,270137.943,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q2,Q2-2017,ILS,New Israeli Sheqel,6,Millions,,,278704.6122,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q3,Q3-2017,ILS,New Israeli Sheqel,6,Millions,,,281317.5409,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2017-Q4,Q4-2017,ILS,New Israeli Sheqel,6,Millions,,,292016.3296,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,ILS,New Israeli Sheqel,6,Millions,,,285058.9015,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,ILS,New Israeli Sheqel,6,Millions,,,293042.3975,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,ILS,New Israeli Sheqel,6,Millions,,,296438.5937,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,ILS,New Israeli Sheqel,6,Millions,,,307969.1403,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,ILS,New Israeli Sheqel,6,Millions,,,303153.2972,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,ILS,New Israeli Sheqel,6,Millions,,,307977.4712,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,ILS,New Israeli Sheqel,6,Millions,,,312794.4671,,
ISR,Israel,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,ILS,New Israeli Sheqel,6,Millions,,,324209.2168,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q1,Q1-2005,EUR,Euro,6,Millions,,,5197.32,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q2,Q2-2005,EUR,Euro,6,Millions,,,6007.07,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q3,Q3-2005,EUR,Euro,6,Millions,,,5961.08,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2005-Q4,Q4-2005,EUR,Euro,6,Millions,,,5961.08,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q1,Q1-2006,EUR,Euro,6,Millions,,,5627.29,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q2,Q2-2006,EUR,Euro,6,Millions,,,6496.1,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q3,Q3-2006,EUR,Euro,6,Millions,,,6316.81,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2006-Q4,Q4-2006,EUR,Euro,6,Millions,,,6558.94,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q1,Q1-2007,EUR,Euro,6,Millions,,,6342.34,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q2,Q2-2007,EUR,Euro,6,Millions,,,7074.29,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q3,Q3-2007,EUR,Euro,6,Millions,,,7065.74,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2007-Q4,Q4-2007,EUR,Euro,6,Millions,,,7231.29,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q1,Q1-2008,EUR,Euro,6,Millions,,,6884.45,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q2,Q2-2008,EUR,Euro,6,Millions,,,7817.32,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q3,Q3-2008,EUR,Euro,6,Millions,,,7725.57,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2008-Q4,Q4-2008,EUR,Euro,6,Millions,,,7390.59,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q1,Q1-2009,EUR,Euro,6,Millions,,,6523.14,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q2,Q2-2009,EUR,Euro,6,Millions,,,7255.77,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q3,Q3-2009,EUR,Euro,6,Millions,,,7172.07,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2009-Q4,Q4-2009,EUR,Euro,6,Millions,,,7242.24,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q1,Q1-2010,EUR,Euro,6,Millions,,,6553.48,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q2,Q2-2010,EUR,Euro,6,Millions,,,7278.46,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q3,Q3-2010,EUR,Euro,6,Millions,,,7205.2,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2010-Q4,Q4-2010,EUR,Euro,6,Millions,,,7286.97,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q1,Q1-2011,EUR,Euro,6,Millions,,,6828.09,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q2,Q2-2011,EUR,Euro,6,Millions,,,7478.9,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q3,Q3-2011,EUR,Euro,6,Millions,,,7237.16,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2011-Q4,Q4-2011,EUR,Euro,6,Millions,,,7266.13,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q1,Q1-2012,EUR,Euro,6,Millions,,,6664.29,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q2,Q2-2012,EUR,Euro,6,Millions,,,7072.2,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q3,Q3-2012,EUR,Euro,6,Millions,,,6996.42,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2012-Q4,Q4-2012,EUR,Euro,6,Millions,,,6965.89,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q1,Q1-2013,EUR,Euro,6,Millions,,,6377.84,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q2,Q2-2013,EUR,Euro,6,Millions,,,7161.42,,
SVN,Slovenia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2013-Q3,Q3-2013,EUR,Euro,6,Millions,,,7067.09,,
