LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1959-Q3,Q3-1959,AUD,Australian Dollar,6,Millions,,,3429,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1959-Q4,Q4-1959,AUD,Australian Dollar,6,Millions,,,3864,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1960-Q1,Q1-1960,AUD,Australian Dollar,6,Millions,,,3226,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1960-Q2,Q2-1960,AUD,Australian Dollar,6,Millions,,,3356,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1960-Q3,Q3-1960,AUD,Australian Dollar,6,Millions,,,3723,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1960-Q4,Q4-1960,AUD,Australian Dollar,6,Millions,,,4192,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1961-Q1,Q1-1961,AUD,Australian Dollar,6,Millions,,,3434,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1961-Q2,Q2-1961,AUD,Australian Dollar,6,Millions,,,3311,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1961-Q3,Q3-1961,AUD,Australian Dollar,6,Millions,,,3627,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1961-Q4,Q4-1961,AUD,Australian Dollar,6,Millions,,,4140,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1962-Q1,Q1-1962,AUD,Australian Dollar,6,Millions,,,3506,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1962-Q2,Q2-1962,AUD,Australian Dollar,6,Millions,,,3617,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1962-Q3,Q3-1962,AUD,Australian Dollar,6,Millions,,,3913,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1962-Q4,Q4-1962,AUD,Australian Dollar,6,Millions,,,4515,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1963-Q1,Q1-1963,AUD,Australian Dollar,6,Millions,,,3747,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1963-Q2,Q2-1963,AUD,Australian Dollar,6,Millions,,,3853,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1963-Q3,Q3-1963,AUD,Australian Dollar,6,Millions,,,4336,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1963-Q4,Q4-1963,AUD,Australian Dollar,6,Millions,,,5047,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1964-Q1,Q1-1964,AUD,Australian Dollar,6,Millions,,,4153,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1964-Q2,Q2-1964,AUD,Australian Dollar,6,Millions,,,4257,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1964-Q3,Q3-1964,AUD,Australian Dollar,6,Millions,,,4772,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1964-Q4,Q4-1964,AUD,Australian Dollar,6,Millions,,,5368,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1965-Q1,Q1-1965,AUD,Australian Dollar,6,Millions,,,4547,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1965-Q2,Q2-1965,AUD,Australian Dollar,6,Millions,,,4651,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1965-Q3,Q3-1965,AUD,Australian Dollar,6,Millions,,,5054,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1965-Q4,Q4-1965,AUD,Australian Dollar,6,Millions,,,5622,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1966-Q1,Q1-1966,AUD,Australian Dollar,6,Millions,,,4677,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1966-Q2,Q2-1966,AUD,Australian Dollar,6,Millions,,,4840,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1966-Q3,Q3-1966,AUD,Australian Dollar,6,Millions,,,5444,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1966-Q4,Q4-1966,AUD,Australian Dollar,6,Millions,,,6172,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1967-Q1,Q1-1967,AUD,Australian Dollar,6,Millions,,,5427,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1967-Q2,Q2-1967,AUD,Australian Dollar,6,Millions,,,5406,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1967-Q3,Q3-1967,AUD,Australian Dollar,6,Millions,,,5796,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1967-Q4,Q4-1967,AUD,Australian Dollar,6,Millions,,,6601,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1968-Q1,Q1-1968,AUD,Australian Dollar,6,Millions,,,5700,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1968-Q2,Q2-1968,AUD,Australian Dollar,6,Millions,,,5861,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1968-Q3,Q3-1968,AUD,Australian Dollar,6,Millions,,,6470,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1968-Q4,Q4-1968,AUD,Australian Dollar,6,Millions,,,7538,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1969-Q1,Q1-1969,AUD,Australian Dollar,6,Millions,,,6446,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1969-Q2,Q2-1969,AUD,Australian Dollar,6,Millions,,,6531,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1969-Q3,Q3-1969,AUD,Australian Dollar,6,Millions,,,7338,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1969-Q4,Q4-1969,AUD,Australian Dollar,6,Millions,,,8271,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1970-Q1,Q1-1970,AUD,Australian Dollar,6,Millions,,,7037,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1970-Q2,Q2-1970,AUD,Australian Dollar,6,Millions,,,7486,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1970-Q3,Q3-1970,AUD,Australian Dollar,6,Millions,,,8056,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1970-Q4,Q4-1970,AUD,Australian Dollar,6,Millions,,,8854,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1971-Q1,Q1-1971,AUD,Australian Dollar,6,Millions,,,7902,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1971-Q2,Q2-1971,AUD,Australian Dollar,6,Millions,,,8394,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1971-Q3,Q3-1971,AUD,Australian Dollar,6,Millions,,,8977,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1971-Q4,Q4-1971,AUD,Australian Dollar,6,Millions,,,9994,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1972-Q1,Q1-1972,AUD,Australian Dollar,6,Millions,,,8713,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1972-Q2,Q2-1972,AUD,Australian Dollar,6,Millions,,,9206,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1972-Q3,Q3-1972,AUD,Australian Dollar,6,Millions,,,9874,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1972-Q4,Q4-1972,AUD,Australian Dollar,6,Millions,,,11413,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1973-Q1,Q1-1973,AUD,Australian Dollar,6,Millions,,,9874,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1973-Q2,Q2-1973,AUD,Australian Dollar,6,Millions,,,10642,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1973-Q3,Q3-1973,AUD,Australian Dollar,6,Millions,,,11917,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1973-Q4,Q4-1973,AUD,Australian Dollar,6,Millions,,,13912,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1974-Q1,Q1-1974,AUD,Australian Dollar,6,Millions,,,12064,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1974-Q2,Q2-1974,AUD,Australian Dollar,6,Millions,,,12638,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1974-Q3,Q3-1974,AUD,Australian Dollar,6,Millions,,,13958,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1974-Q4,Q4-1974,AUD,Australian Dollar,6,Millions,,,16885,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1975-Q1,Q1-1975,AUD,Australian Dollar,6,Millions,,,14301,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1975-Q2,Q2-1975,AUD,Australian Dollar,6,Millions,,,15399,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1975-Q3,Q3-1975,AUD,Australian Dollar,6,Millions,,,16049,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1975-Q4,Q4-1975,AUD,Australian Dollar,6,Millions,,,19597,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1976-Q1,Q1-1976,AUD,Australian Dollar,6,Millions,,,16831,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1976-Q2,Q2-1976,AUD,Australian Dollar,6,Millions,,,17925,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1976-Q3,Q3-1976,AUD,Australian Dollar,6,Millions,,,19716,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1976-Q4,Q4-1976,AUD,Australian Dollar,6,Millions,,,22191,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1977-Q1,Q1-1977,AUD,Australian Dollar,6,Millions,,,19026,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1977-Q2,Q2-1977,AUD,Australian Dollar,6,Millions,,,19941,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1977-Q3,Q3-1977,AUD,Australian Dollar,6,Millions,,,21487,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1977-Q4,Q4-1977,AUD,Australian Dollar,6,Millions,,,23491,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1978-Q1,Q1-1978,AUD,Australian Dollar,6,Millions,,,20654,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1978-Q2,Q2-1978,AUD,Australian Dollar,6,Millions,,,21690,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1978-Q3,Q3-1978,AUD,Australian Dollar,6,Millions,,,23449,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1978-Q4,Q4-1978,AUD,Australian Dollar,6,Millions,,,26686,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1979-Q1,Q1-1979,AUD,Australian Dollar,6,Millions,,,24275,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1979-Q2,Q2-1979,AUD,Australian Dollar,6,Millions,,,24634,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1979-Q3,Q3-1979,AUD,Australian Dollar,6,Millions,,,26791,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1979-Q4,Q4-1979,AUD,Australian Dollar,6,Millions,,,30543,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1980-Q1,Q1-1980,AUD,Australian Dollar,6,Millions,,,27214,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1980-Q2,Q2-1980,AUD,Australian Dollar,6,Millions,,,27790,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1980-Q3,Q3-1980,AUD,Australian Dollar,6,Millions,,,30434,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1980-Q4,Q4-1980,AUD,Australian Dollar,6,Millions,,,35851,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1981-Q1,Q1-1981,AUD,Australian Dollar,6,Millions,,,29784,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1981-Q2,Q2-1981,AUD,Australian Dollar,6,Millions,,,32052,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1981-Q3,Q3-1981,AUD,Australian Dollar,6,Millions,,,35116,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1981-Q4,Q4-1981,AUD,Australian Dollar,6,Millions,,,40492,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1982-Q1,Q1-1982,AUD,Australian Dollar,6,Millions,,,33402,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1982-Q2,Q2-1982,AUD,Australian Dollar,6,Millions,,,36258,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1982-Q3,Q3-1982,AUD,Australian Dollar,6,Millions,,,38512,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1982-Q4,Q4-1982,AUD,Australian Dollar,6,Millions,,,43736,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1983-Q1,Q1-1983,AUD,Australian Dollar,6,Millions,,,36169,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1983-Q2,Q2-1983,AUD,Australian Dollar,6,Millions,,,38604,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1983-Q3,Q3-1983,AUD,Australian Dollar,6,Millions,,,41035,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1983-Q4,Q4-1983,AUD,Australian Dollar,6,Millions,,,47615,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1984-Q1,Q1-1984,AUD,Australian Dollar,6,Millions,,,43248,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1984-Q2,Q2-1984,AUD,Australian Dollar,6,Millions,,,44974,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1984-Q3,Q3-1984,AUD,Australian Dollar,6,Millions,,,46535,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1984-Q4,Q4-1984,AUD,Australian Dollar,6,Millions,,,52969,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1985-Q1,Q1-1985,AUD,Australian Dollar,6,Millions,,,45967,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1985-Q2,Q2-1985,AUD,Australian Dollar,6,Millions,,,49138,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1985-Q3,Q3-1985,AUD,Australian Dollar,6,Millions,,,51872,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1985-Q4,Q4-1985,AUD,Australian Dollar,6,Millions,,,57642,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1986-Q1,Q1-1986,AUD,Australian Dollar,6,Millions,,,50881,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1986-Q2,Q2-1986,AUD,Australian Dollar,6,Millions,,,52721,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1986-Q3,Q3-1986,AUD,Australian Dollar,6,Millions,,,54748,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1986-Q4,Q4-1986,AUD,Australian Dollar,6,Millions,,,62042,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1987-Q1,Q1-1987,AUD,Australian Dollar,6,Millions,,,55438,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1987-Q2,Q2-1987,AUD,Australian Dollar,6,Millions,,,59697,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1987-Q3,Q3-1987,AUD,Australian Dollar,6,Millions,,,63353,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1987-Q4,Q4-1987,AUD,Australian Dollar,6,Millions,,,70680,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1988-Q1,Q1-1988,AUD,Australian Dollar,6,Millions,,,62754,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1988-Q2,Q2-1988,AUD,Australian Dollar,6,Millions,,,66998,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1988-Q3,Q3-1988,AUD,Australian Dollar,6,Millions,,,69961,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1988-Q4,Q4-1988,AUD,Australian Dollar,6,Millions,,,79689,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1989-Q1,Q1-1989,AUD,Australian Dollar,6,Millions,,,71407,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1989-Q2,Q2-1989,AUD,Australian Dollar,6,Millions,,,76338,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1989-Q3,Q3-1989,AUD,Australian Dollar,6,Millions,,,78666,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1989-Q4,Q4-1989,AUD,Australian Dollar,6,Millions,,,86286,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1990-Q1,Q1-1990,AUD,Australian Dollar,6,Millions,,,77156,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1990-Q2,Q2-1990,AUD,Australian Dollar,6,Millions,,,81277,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1990-Q3,Q3-1990,AUD,Australian Dollar,6,Millions,,,82431,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1990-Q4,Q4-1990,AUD,Australian Dollar,6,Millions,,,89409,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1991-Q1,Q1-1991,AUD,Australian Dollar,6,Millions,,,76674,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1991-Q2,Q2-1991,AUD,Australian Dollar,6,Millions,,,79426,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1991-Q3,Q3-1991,AUD,Australian Dollar,6,Millions,,,80647,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1991-Q4,Q4-1991,AUD,Australian Dollar,6,Millions,,,88629,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1992-Q1,Q1-1992,AUD,Australian Dollar,6,Millions,,,80899,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1992-Q2,Q2-1992,AUD,Australian Dollar,6,Millions,,,83415,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1992-Q3,Q3-1992,AUD,Australian Dollar,6,Millions,,,85550,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1992-Q4,Q4-1992,AUD,Australian Dollar,6,Millions,,,93622,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1993-Q1,Q1-1993,AUD,Australian Dollar,6,Millions,,,85853,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1993-Q2,Q2-1993,AUD,Australian Dollar,6,Millions,,,89728,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1993-Q3,Q3-1993,AUD,Australian Dollar,6,Millions,,,91069,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1993-Q4,Q4-1993,AUD,Australian Dollar,6,Millions,,,97801,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1994-Q1,Q1-1994,AUD,Australian Dollar,6,Millions,,,91600,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1994-Q2,Q2-1994,AUD,Australian Dollar,6,Millions,,,93951,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1994-Q3,Q3-1994,AUD,Australian Dollar,6,Millions,,,96482,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1994-Q4,Q4-1994,AUD,Australian Dollar,6,Millions,,,103040,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q1,Q1-1995,AUD,Australian Dollar,6,Millions,,,94845,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q2,Q2-1995,AUD,Australian Dollar,6,Millions,,,98902,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q3,Q3-1995,AUD,Australian Dollar,6,Millions,,,102295,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1995-Q4,Q4-1995,AUD,Australian Dollar,6,Millions,,,111279,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q1,Q1-1996,AUD,Australian Dollar,6,Millions,,,101975,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q2,Q2-1996,AUD,Australian Dollar,6,Millions,,,106252,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q3,Q3-1996,AUD,Australian Dollar,6,Millions,,,108212,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1996-Q4,Q4-1996,AUD,Australian Dollar,6,Millions,,,118651,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q1,Q1-1997,AUD,Australian Dollar,6,Millions,,,107393,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q2,Q2-1997,AUD,Australian Dollar,6,Millions,,,113040,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q3,Q3-1997,AUD,Australian Dollar,6,Millions,,,115564,,
AUS,Australia,B6NS1,Net national disposable income,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,1997-Q4,Q4-1997,AUD,Australian Dollar,6,Millions,,,124441,,
